simplified_chinese,traditional_chinese,pinyin_latin,pinyin_zhuyin,pinyin_vietnamese,level,vietnamese_meaning,chinese_explanation,example_sentence_chinese,example_sentence_pinyin,example_sentence_vietnamese,grammar_pattern,related_compounds,radical_info,stroke_count,stroke_order,popularity
怎么样,怎麼樣,zěnme yàng,ㄗㄣˇㄇㄜ˙ㄧㄤˋ,chẩm ma dạng,,"thế nào; như thế nào; ra sao; ra làm sao; làm gì (thay thế động tác hoặc tình huống không nói ra, chỉ dùng trong hình thức phủ định)",怎样【怎樣】,你今天感觉怎么样？【你今天感覺怎麼樣】,nǐ jīntiān gǎnjué zěnme yàng?,Hôm nay bạn cảm thấy thế nào?,Động từ (感觉/ 想/ 要/ 打算/ 觉得) + 怎么样,不怎么样【不怎麼樣】BẤT CHẨM MA DẠNG; 好不好HẢO BẤT HẢO; 怎么着【怎麼著】CHẨM MA TRƯỚC,TÂM 心Số nét: 9,9,ノ一丨一一丶フ丶丶,
怎样,怎樣,zěnyàng,ㄗㄣˇㄧㄤˋ,chẩm dạng,,"thế nào (hỏi về tính chất, tình trạng hoặc cách thức); thế nào; ra sao (biểu thị một sự vật, sự việc không xác định cụ thể); thế nào (biểu thị chỉ định ngẫu nhiên); thế nào (làm vị ngữ, tân ngữ hoặc bổ ngữ để hỏi về tình trạng)",询问性质、状况或方式等【詢問性質、狀況或方式等】,你今天感觉怎样？【你今天感覺怎樣】,nǐ jīntiān gǎnjué zěnyàng?,Hôm nay bạn cảm thấy thế nào?,,不管怎样【不管怎樣】BẤT QUẢN CHẨM DẠNG; 怎样都行【怎樣都行】CHẨM DẠNG ĐÔ HÀNH; 怎么【怎麼】CHẨM MA; 如何NHƯ HÀ; 何如HÀ NHƯ,TÂM 心Số nét: 9,9,ノ一丨一一丶フ丶丶,
占,佔,zhàn,ㄓㄢˋ,chiếm,,"chiếm cứ; chiếm giữ; chiếm đóng; chiếm (địa vị, thế lực); chiếm; chiếm dụng",用强力或其他不正当的手段取得并据有（土地、场所等）【用強力或其他不正當的手段取得併據有土地、場所等】,他们强占了这片土地。【他們強佔了這片土地。】,tāmen qiángzhànle zhè piàn tǔdì.,Họ đã chiếm giữ mảnh đất này.,占 + 到/ 去,占线【佔線】CHIẾM TUYẾN; 占据【佔據】CHIẾM CỨ; 占用【佔用】CHIẾM DỤNG; 占有【佔有】CHIẾM HỮU; 撤离【撤離】TRIỆT LI,BỐC 卜Số nét: 5,5,丨一丨フ一,
站住,(人馬車輛等)停止行動,zhànzhù,ㄓㄢˋㄓㄨˋ,trạm trú,,dừng lại; đứng lại; đứng vững; đứng yên; ổn định; có chỗ đứng; hợp lý; đáng tin; có cơ sở,(人马车辆等) 停止行动【(人馬車輛等)停止行動】,警察叫他站住。,jǐngchá jiào tā zhànzhù.,Cảnh sát kêu anh ta đứng lại.,,站住脚【站住腳】TRẠM TRÚ CƯỚC; 坐下TOẠ HẠ; 打住ĐẢ TRÚ; 稍息SẢO TỨC,LẬP 立Số nét: 10,10,丶一丶ノ一丨一丨フ一,
长,長,cháng,ㄓㄤˇ,trường,,dài; xa; lâu; dài; lâu dài; dư thừa; còn lại; chiều dài; độ dài; trường độ; sở trường; điểm mạnh; thế mạnh; ưu điểm; họ Trường; giỏi về; chuyên về; sở trường về,从一端到另一端的距离大（跟“短”相对）【從一端到另一端的距離大跟短相對】,长途旅行让我很累。【長途旅行讓我很纍。】,chángtú lǚxíng ràng wǒ hěn lèi.,Du lịch đường dài làm tôi rất mệt.,Chủ ngữ + (Phó từ) + 长,延长【延長】DIÊN TRƯỜNG; 擅长【擅長】THIỆN TRƯỜNG; 长城【長城】TRƯỜNG THÀNH; 长途【長途】TRƯỜNG ĐỒ; 少THIỂU,TRƯỜNG 長Số nét: 4,4,ノ一フ丶,
长大,長大,zhǎng dà,ㄓㄤˇㄉㄚˋ,trưởng đại,,lớn lên; trưởng thành,指人的年龄增加，身体和心智逐渐发展成熟【指人的年齡增加，身體和心智逐漸髮/發展成熟】,他长大后想当医生。【他長大後想當醫生。】,tā zhǎng dà hòu xiǎng dāng yīshēng.,Lớn lên anh ấy muốn trở thành bác sĩ.,,长大成人【長大成人】TRƯỜNG ĐẠI THÀNH NHÂN; 稚嫩TRĨ NỘN; 幼小ẤU TIỂU; 成熟THÀNH THỤC; 成长【成長】THÀNH TRƯỜNG,TRƯỜNG 長Số nét: 4,4,ノ一フ丶,
照顾,照顧,zhàogù,ㄓㄠˋㄍㄨˋ,chiếu cố,,chăm sóc; săn sóc; trông nom; xem xét; chú ý; tính đến; chiếu cố; chú ý đặc biệt; quan tâm; ủng hộ,关心、注意、帮助，使人、动物等保持比较好的状态或者变成好的状态【關心、註意、幫助，使人、動物等保持比較好的狀態或者變成好的狀態】,你一定要好好照顾他。【你一定要好好照顧他。】,nǐ yīdìng yào hǎohāo zhàogù tā.,Cậu phải chăm sóc anh ấy chu đáo.,,予以照顾【予以照顧】DỮ DĨ CHIẾU CỐ; 乏人照顾【乏人照顧】PHẠP NHÂN CHIẾU CỐ; 欺负【欺負】KHI PHỤ; 体贴【體貼】THỂ THIẾP; 关照【關照】QUAN CHIẾU,HOẢ 火Số nét: 13,13,丨フ一一フノ丨フ一丶丶丶丶,
找出,找齣,zhǎo chū,ㄓㄠˇㄔㄨ,trảo xuất,,để tìm; tìm kiếm,,我们需要捯根儿找出问题。【我們需要捯根兒找齣問題。】,Wǒmen xūyào dáo gēn er zhǎo chū wèntí.,Chúng ta cần tìm đầu mối để tìm ra vấn đề.,,丢失【丟失】ĐÂU THẤT; 寻找【尋找】TẦM TRẢO; 揪出【揪齣】THU XUẤT,THỦ 手Số nét: 7,7,一丨一一フノ丶,
照片,把感光紙放在照相底片下曝光後經顯影、定影而成的人或物的圖片,zhàopiàn,ㄓㄠˋㄆㄧㄢˋ,chiếu phiến,,tấm ảnh; bức ảnh; tấm hình; bức hình,把感光纸放在照相底片下曝光后经显影、定影而成的人或物的图片【把感光紙放在照相底片下曝光後經顯影、定影而成的人或物的圖片】,我有很多照片。,wǒ yǒu hěnduō zhàopiàn.,Tôi có nhiều bức ảnh.,,照片墙【照片墻】CHIẾU PHIẾN TƯỜNG; 照片子CHIẾU PHIẾN TỬ; 照片集CHIẾU PHIẾN TẬP; 照片底版CHIẾU PHIẾN ĐỂ BẢN; 图片【圖片】ĐỒ PHIẾN,HOẢ 火Số nét: 13,13,丨フ一一フノ丨フ一丶丶丶丶,
照相,拍攝照片,zhàoxiàng,ㄓㄠˋㄒㄧㄤ,chiếu tướng,,chụp ảnh; chụp hình,拍摄照片【拍攝照片】,我正在给她照相。【我正在給她照相。】,wǒ zhèngzài gěi tā zhàoxiàng.,Tôi đang chụp ảnh cho cô ấy.,和 + Ai đó + 照相,照相机【照相機】CHIẾU TƯƠNG CƠ; 照相馆【照相館】CHIẾU TƯƠNG QUÁN; 照相集CHIẾU TƯƠNG TẬP; 照相版CHIẾU TƯƠNG BẢN; 拍照PHÁCH CHIẾU,HOẢ 火Số nét: 13,13,丨フ一一フノ丨フ一丶丶丶丶,
这么,這麼,zhème,ㄓㄜˋㄇㄜ˙,giá ma,,như thế; như vậy; thế này; làm vậy,指示代词，指示性质、状态、方式、程度等【指示代詞，指示性質、狀態、方式、程度等】,这么多，我吃不下。【這麼多，我吃/喫不下。】,"zhème duō, wǒ chī bùxià.",Nhiều như thế tôi không ăn hết được.,这么 + Tính từ/Động từ (好/贵/热心/喜欢),这么着【這麼著】GIÁ MA TRƯỚC; 这么多【這麼多】GIÁ MA ĐA; 这么样【這麼樣】GIÁ MA DẠNG; 这么说【這麼説】GIÁ MA THUYẾT; 那么【那麼】NA MA,SƯỚC 辵Số nét: 7,7,丶一ノ丶丶フ丶,
这样,這樣,zhèyàng,ㄓㄜˋㄧㄤˋ,giá dạng,,vậy; thế; như vậy; như thế; thế này; như vầy,(这样儿) 指示代词，指示性质、状态、方式、程度等也说这么样【(這樣兒)指示代詞，指示性質、狀態、方式、程度等也説這麼樣】,这样的问题很难解决。【這樣的問題很難解決。】,zhèyàng de wèntí hěn nán jiějué.,Những vấn đề như vậy rất khó giải quyết.,这样 + (的) + Danh từ/ Động từ,这样子【這樣子】GIÁ DẠNG TỬ; 这样儿【這樣兒】GIÁ DẠNG NHI; 这样一来【這樣一來】GIÁ DẠNG NHẤT LAI; 如果这样【如果這樣】NHƯ QUẢ GIÁ DẠNG; 那样【那樣】NA DẠNG,SƯỚC 辵Số nét: 7,7,丶一ノ丶丶フ丶,
这时候,這時候,zhè shíhòu,ㄓㄜˋㄕˊㄏㄡ˙,giá thì hậu,,lúc này; thời điểm này,指的是说话时所处的时间，也可以指某个特定的时间点，通常是某种情况发生或变化的时刻【指的是説話時所處的時間，也可以指某個特定的時間點，通常是某種情況髮/發生或變化的時刻】,这时候，天刚开始下雨了。【這時候，天剛開始下雨了。】,"zhè shíhòu, tiān gāng kāishǐ xià yǔle.","Lúc này, trời vừa bắt đầu mưa.",,,SƯỚC 辵Số nét: 7,7,丶一ノ丶丶フ丶,
真正,錶示對行為或狀況的肯定，相當於確實,zhēnzhèng,ㄓㄣㄓㄥˋ,chân chính,,thực sự; thật sự; chân chính; thật sự; thực thụ,表示对行为或状况的肯定，相当于“确实”【錶示對行為或狀況的肯定，相當於確實】,我真正体会到他的辛苦。【我真正體會到他的辛苦。】,wǒ zhēnzhèng tǐhuì dào tā de xīnkǔ.,Tôi thực sự cảm nhận được sự vất vả của anh ấy.,真正 (+地) + Động từ (了解/体会/理解...),虚伪【虛偽/僞】HƯ NGỤY; 虚假【虛假】HƯ GIẢ; 冒充MẠO SUNG; 假冒GIẢ MẠO; 真实【真實】CHÂN THỰC,MỤC 目Số nét: 10,10,一丨丨フ一一一一ノ丶,
正常,符閤一般規律或情況,zhèngcháng,ㄓㄥˋㄔㄤˊ,chính thường,,bình thường; như thường,符合一般规律或情况【符閤一般規律或情況】,情况很快恢复了正常。【情況很快恢復了正常。】,qíngkuàng hěn kuài huīfùle zhèngcháng.,Tình hình nhanh chóng trở lại bình thường.,正常 (+的) + Danh từ (人/情况/现象...),不正常BẤT CHÍNH THƯỜNG; 正常化CHÍNH THƯỜNG HÓA; 非正常PHI CHÍNH THƯỜNG; 正常人CHÍNH THƯỜNG NHÂN; 异常【異常】DỊ THƯỜNG,CHỈ 止Số nét: 5,5,一丨一丨一,
正好,正閤適(指時間;位置不前不後;體積不大不小;數量不多不少;程度不高不低等),zhènghǎo,ㄓㄥˋㄏㄠˇ,chính hảo,,vừa đủ; vừa vặn; đúng lúc; vừa hay; vừa tầm; tình cờ; đúng dịp; đúng lúc,正合适 (指时间; 位置不前不后; 体积不大不小; 数量不多不少; 程度不高不低等)【正閤適(指時間;位置不前不後;體積不大不小;數量不多不少;程度不高不低等)】,这个房间的温度正好。【這個房間的溫度正好。】,zhège fángjiān de wēndù zhènghǎo.,Nhiệt độ trong phòng này vừa đủ.,Động từ + 得 + 正好,不巧BẤT XẢO; 恰好KHÁP HẢO; 恰恰KHÁP KHÁP; 刚好【剛好】CƯƠNG.CANG HẢO; 恰巧KHÁP XẢO,CHỈ 止Số nét: 5,5,一丨一丨一,
正确,正確,zhèngquè,ㄓㄥˋㄑㄩㄝˋ,chính xác,,đúng; chính xác; đúng đắn,符合实际或客观标准的；能取得好效果的【符閤實際或客觀標準的；能取得好效果的】,你的答案是正确的。【你的答案是正確的。】,nǐ de dá'àn shì zhèngquè de.,Câu trả lời của bạn là đúng.,,不正确【不正確】BẤT CHÍNH XÁC; 正确处理【正確處理】CHÍNH XÁC XỨ LÍ; 正确路线【正確路線】CHÍNH XÁC LỘ TUYẾN; 动作正确【動作正確】ĐỘNG TÁC CHÍNH XÁC; 错误【錯誤】THÁC NGỘ,CHỈ 止Số nét: 5,5,一丨一丨一,
正是,這正是我想説的話。,zhèng shì,ㄓㄥˋㄕˋ,chính thị,,chính là; đúng là; đích thị là,恰好是,这正是我想说的话。【這正是我想説的話。】,zhè zhèng shì wǒ xiǎng shuō dehuà.,Đây chính là điều tôi muốn nói.,,在于【在於】TẠI VU; 乃是NÃI.ÁI THỊ,CHỈ 止Số nét: 5,5,一丨一丨一,
纸,紙,zhǐ,ㄓˇ,chỉ,,giấy; tiền vàng mã; tiền âm phủ; tờ; trang,写字、绘画、印刷、包装等所用的东西，多用植物纤维制造【寫字、繪畫、印刷、包裝等所用的東西，多用植物纖維製造】,学生们用纸画画。【學生們用紙畫畫。】,xuéshēngmen yòng zhǐ huà huà.,Học sinh sử dụng giấy để vẽ tranh.,,报纸【報紙】BÁO CHỈ; 纸巾【紙巾】CHỈ CÂN; 纸箱【紙箱】CHỈ SƯƠNG.TƯƠNG; 壁纸【壁紙】BÍCH CHỈ,MỊCH 糸Số nét: 7,7,フフ一ノフ一フ,
直接,不經過中間事物的跟''間接''相對),zhíjiē,ㄓˊㄐㄧㄝ,trực tiếp,,trực tiếp; thẳng thắn; lập tức,不经过中间事物的 (跟''间接''相对)【不經過中間事物的跟''間接''相對)】,他讲话很直接。【他講話很直接。】,tā jiǎnghuà hěn zhíjiē.,Anh ấy nói chuyện rất thẳng thắn.,直接 + Động từ（说/回答/影响...）,直接头【直接頭】TRỰC TIẾP ĐẦU; 直接税【直接稅】TRỰC TIẾP THUẾ; 直接波TRỰC TIẾP BA; 非直接PHI TRỰC TIẾP; 含蓄HÀM SÚC,MỤC 目Số nét: 8,8,一丨丨フ一一一一,
只能,隻能,zhǐ néng,ㄓˇㄋㄥˊ,chỉ năng,,chỉ đành; đành phải; chỉ có thể,表示因为个人能力或者客观条件的限制，没有别的选择，只有这一个选择【錶示因為個人能力或者客觀條件的限製，沒有別的選擇，隻有這一個選擇】,我们这儿只能用现金。【我們這兒隻能用現金。】,wǒmen zhèr zhǐ néng yòng xiànjīn.,Chỗ chúng tôi chỉ có thể dùng tiền mặt.,,不能BẤT NĂNG; 只得【隻得】CHỈ ĐẮC; 只许【隻許】CHỈ HỨA,KHẨU 口Số nét: 5,5,丨フ一ノ丶,
只要,隻要,zhǐyào,ㄓˇㄧㄠˋ,chỉ yếu,,chỉ cần; miễn là; có (ý chỉ cần có),表示不能缺少的条件; 说话人一般认为“只要”后面的条件是比较容易得到的，有这个条件就够了。凡是; 只要是【錶示不能缺少的條件;説話人一般認為隻要後麵的條件是比較容易得到的，有這個條件就夠了。凡是;隻要是】,只要功夫深，铁杵磨成针。【隻要功夫深，鐵杵磨成針。】,"zhǐyào gōngfū shēn, tiěchǔmóchéngzhēn.","Có công mài sắt, có ngày nên kim.",(Chủ ngữ +) 只要…，就/便 + …,只有【隻有】CHỈ HỮU; 保准【保準】BẢO CHUẨN; 只消【隻消】CHỈ TIÊU; 只须【隻須】CHỈ TU,KHẨU 口Số nét: 5,5,丨フ一ノ丶,
只,隻,zhǐ,ㄓˇ,chỉ,,chỉ (trong phạm vi),用来限定范围，表示除此以外没有别的，相当于“仅仅”【用來限定範圍，錶示除此以外沒有別的，相當於僅僅】,他只喝咖啡，不喝茶。【他隻喝咖啡，不喝茶。】,"tā zhǐ hē kāfēi, bù hē chá.","Anh ấy chỉ uống cà phê, không uống trà.",只 + Động từ (听说/会/吃/喝/剩),只好【隻好】CHỈ HẢO; 只要【隻要】CHỈ YẾU; 只有【隻有】CHỈ HỮU; 只是【隻是】CHỈ THỊ,KHẨU 口Số nét: 5,5,丨フ一ノ丶,
中餐,中國式的飯菜(區別於'西餐'),zhōngcān,ㄓㄨㄥㄘㄢ,trung xan,,cơm Tàu; món ăn Trung Quốc; ẩm thực Trung Quốc; bữa trưa; bữa ăn trưa,中国式的饭菜 (区别于'西餐')【中國式的飯菜(區別於'西餐')】,他们在中餐馆吃饭。【他們在中餐館吃/喫飯。】,tāmen zài zhōng cānguǎn chīfàn.,Họ ăn ở nhà hàng Trung Quốc.,,中餐馆【中餐館】TRUNG XAN QUÁN; 西餐TÂY XAN; 中式餐饮【中式餐飲】TRUNG THỨC XAN ẨM; 中华美食【中華美食】TRUNG HOA MĨ THỰC,CỔN 丨Số nét: 4,4,丨フ一丨,
重点,重點,zhòngdiǎn,ㄓㄨㄥˋㄉㄧㄢˇ,trọng điểm,,trọng điểm; trọng tâm; điểm nhấn; điểm tựa; điểm đặt; nhấn mạnh; chú trọng; coi trọng; có trọng điểm,同类事物中的重要的或主要的【衕類事物中的重要的或主要的】,她说了半天没说重点。【她説了半天沒説重點。】,tā shuōle bàntiān méi shuō zhòngdiǎn.,Cô ấy nói mãi mà chẳng vào trọng tâm.,,侧重点【側重點】TRẮC TRỌNG ĐIỂM; 重点中学【重點中學】TRỌNG ĐIỂM TRUNG HỌC; 重点大学【重點大學】TRỌNG ĐIỂM ĐẠI HỌC; 重点学校【重點學校】TRỌNG ĐIỂM HỌC HIỆU; 主要CHỦ YẾU,LÝ 里Số nét: 9,9,ノ一丨フ一一丨一一,
中级,中級,zhōngjí,ㄓㄨㄥㄐㄧˊ,trung cấp,,trung cấp,介于高级和初级之间的【介於高級和初級之間的】,他参加了中级汉语班。【他參加了中級漢語班。】,tā cānjiāle zhōngjí hànyǔ bān.,Anh ấy tham gia lớp tiếng Trung trung cấp.,,中级法院【中級法院】TRUNG CẤP PHÁP VIỆN,CỔN 丨Số nét: 4,4,丨フ一丨,
重视,重視,zhòngshì,ㄓㄨㄥˋㄕˋ,trọng thị,,coi trọng; xem trọng; chú trọng,认为人的德才优良或事物的作用重要而认真对待;看重【認為人的德才/纔優良或事物的作用重要而認真對待;看重】,公司重视员工的意见。【公司重視員工的意見。】,gōngsī zhòngshì yuángōng de yìjiàn.,Công ty coi trọng ý kiến ​​của nhân viên.,Chủ ngữ（Ai đó、国家、机构、学校、中国菜）+ （很/不 +） 重视 + Tân ngữ,重视教育【重視教育】TRỌNG THỊ GIÁO DỤC; 高度重视【高度重視】CAO ĐỘ TRỌNG THỊ; 忽略HỐT LƯỢC; 忽视【忽視】HỐT THỊ; 歧视【歧視】KÌ THỊ,LÝ 里Số nét: 9,9,ノ一丨フ一一丨一一,
中年,四五十歲的年紀,zhōng nián,ㄓㄨㄥㄋㄧㄢˊ,trung niên,,trung niên (tuổi từ 40 đến 50); đứng tuổi,四五十岁的年纪【四五十歲的年紀】,他是一个中年男人。【他是一個中年男人。】,Tā shì yí gè zhōng nián nán rén.,Anh ấy là một người đàn ông trung niên.,,中年妇女【中年婦女】TRUNG NIÊN PHỤ NỮ,CỔN 丨Số nét: 4,4,丨フ一丨,
中小学,中小學,zhōng xiǎoxué,ㄓㄨㄥㄒㄧㄠˇㄒㄩㄝˊ,trung tiểu học,,trung học tiểu học; Trường tiểu học và trung học; Trường học từ cấp tiểu học đến trung học,中小学是指从小学到中学的教育阶段。【中小學是指從小學到中學的教育階段。】,中小学教育很重要。【中小學教育很重要。】,Zhōng xiǎoxué jiàoyù hěn zhòngyào.,Giáo dục trung học tiểu học rất quan trọng.,,,CỔN 丨Số nét: 4,4,丨フ一丨,
中心,在某一方麵佔據首要地位的城市或地區,zhōngxīn,ㄓㄨㄥㄒㄧㄣ,trung tâm,,"trung tâm (khu vực hoặc thành phố quan trọng); ở giữa; chính giữa; trung tâm (vị trí trung tâm, nơi có khoảng cách đều với xung quanh, trung tâm); trung tâm; phần chính (phần chính, phần chủ yếu của sự vật); trung tâm (tổ chức chuyên nghiệp chiếm vị trí lãnh đạo trong một lĩnh vực nào đó); điểm trung tâm; cốt lõi",在某一方面占据首要地位的城市或地区【在某一方麵佔據首要地位的城市或地區】,这座城市是科技中心。【這座城市是科技中心。】,zhè zuò chéngshì shì kējì zhōngxīn.,Thành phố này là trung tâm công nghệ.,,市中心THỊ TRUNG TÂM; 中心语【中心語】TRUNG TÂM NGỮ; 中心点【中心點】TRUNG TÂM ĐIỂM; 中心区【中心區】TRUNG TÂM KHU; 周围【週圍】CHU.CHÂU VI,CỔN 丨Số nét: 4,4,丨フ一丨,
